id,speaker_id,npi
1,1,6911286975
2,1,7004015640
3,1,2149493745
4,1,721080379
5,1,334787745
6,1,7313737389
7,1,6742057585
8,1,5787915136
9,1,1787265466
10,1,6184934140
11,1,2292406813
12,1,4926465731
13,1,61637428
14,1,2271852166
15,1,8651965472
16,1,2489013472
17,1,3810705322
18,1,3783361307
19,1,1292202715
20,1,1005222125
21,1,3623805199
22,1,6110128570
23,1,6794858931
24,1,5196313056
25,1,355593975
26,1,1738631565
27,1,7670271212
28,1,5580099995
29,1,1850823674
30,1,8667539123
31,1,617298393
32,1,1196562753
33,1,9212116311
34,1,8006854327
35,1,6324904201
36,1,6867500187
37,1,8650496275
38,1,9485709203
39,1,1564788953
40,1,8770516672
41,1,8702404834
42,1,3223868365
43,1,5160783043
44,1,229637779
45,1,946485551
46,1,4529376123
47,1,3682090101
48,1,3837059191
49,1,5546135858
50,1,2289527949
51,2,1549240747
52,2,837721528
53,2,2110960985
54,2,9087229477
55,2,7412810813
56,2,7486877996
57,2,4695900573
58,2,4908142283
59,2,421990127
60,2,8194732209
61,2,3837059191
62,2,3810705322
63,2,6387350478
64,2,8650496275
65,2,1850823674
66,2,2126459572
67,2,8197116992
68,2,4887154267
69,2,2550078020
70,2,9727447116
71,2,7281823428
72,2,6680474562
73,2,4710862680
74,2,3299417530
75,2,5196313056
76,2,7300246250
77,2,8426635705
78,2,8492391127
79,2,8473462994
80,2,1184224407
81,2,4971971250
82,2,721080379
83,2,1257692533
84,2,3977817897
85,2,9425470345
86,2,4424637244
87,2,832008698
88,2,1738631565
89,2,7248378064
90,2,9587736433
91,2,6161537956
92,2,3249585244
93,2,61637428
94,2,129592954
95,2,6022399065
96,2,9670886948
97,2,647702147
98,2,2453125098
99,2,7439704190
100,2,9116836737
101,3,2483247679
102,3,1940007408
103,3,202750900
104,3,4760374097
105,3,7802809411
106,3,2499287002
107,3,3747098890
108,3,3475048807
109,3,7596302393
110,3,8781042552
111,3,5535196059
112,3,9301621506
113,3,9396343128
114,3,7344780912
115,3,8973249585
116,3,5324394334
117,3,3459332312
118,3,7849095402
119,3,4743929881
120,3,3443940039
121,3,2169933834
122,3,7618442388
123,3,4567870260
124,3,9945857932
125,3,9600729936
126,3,5495968115
127,3,4582138727
128,3,8107188666
129,3,2787347865
130,3,2968038283
131,3,7624451773
132,3,7695645699
133,3,5148583905
134,3,8405313934
135,3,4602935339
136,3,942818980
137,3,8725970380
138,3,8342396349
139,3,7947669564
140,3,8203906290
141,3,4034691092
142,4,3182883332
143,4,6087989206
144,4,4467676463
145,4,5679298504
146,4,4852394995
147,4,272249298
148,4,1615910314
149,4,2795761385
150,4,2927576719
151,4,1635867291
152,4,3466134295
153,4,2083533533
154,4,3453890628
155,4,8877410099
156,4,4782482867
157,4,21930023
158,4,1809727033
159,4,4155057450
160,4,2311959703
161,4,1674146863
162,4,4571571244
163,4,9902721218
164,4,7508798647
165,4,6745735592
166,4,1089817009
167,4,5822408338
168,4,1529254779
169,4,6004722817
170,5,7084265085
171,5,1776870224
172,5,1040435214
173,5,4251662113
174,5,5473789655
175,5,9597010690
176,5,8129969869
177,5,8810558429
178,5,9040239136
179,5,658361004
180,5,4090744676
181,5,4070602773
182,5,9300673877
183,5,5175738615
184,5,7594681001
185,5,4919288168
186,5,8239768235
187,5,9948317329
188,5,1614049455
189,5,4670832708
190,5,1942985389
191,5,4027983063
192,5,6498446004
193,5,6650280248
194,5,6230452714
195,5,1530962326
196,5,2872468796
197,5,33254204
198,5,3521771402
199,5,7740364739
200,5,5218174464
201,5,8978244011
202,5,8325859675
203,6,6535913057
204,6,8147333834
205,6,6350883843
206,6,4228255701
207,6,2532497048
208,6,2988896818
209,6,4732734173
210,6,8857127856
211,6,1269236336
212,6,105778864
213,6,8812534211
214,6,6498801627
215,6,6919727446
216,6,9093592055
217,6,5942391467
218,6,6355641840
219,6,8436567102
220,6,6300245625
221,6,3401066186
222,6,274220033
223,6,6007654550
224,6,6220585694
225,6,8601410491
226,6,269602133
227,6,311310336
228,6,8129765673
229,6,6491028188
230,6,5889481701
231,6,3814697814
232,6,6910413877
233,6,1863022050
234,6,9207429861
235,6,9661406618
236,6,7609559186
237,6,4452008167
238,6,6263715505
239,6,5736033856
240,6,8545172710
241,6,6638357762
242,6,184798256
243,6,4626647850
244,6,706717138
245,6,4488199481
246,6,3671739296
247,6,609518176
248,7,1108591031
249,7,8510471816
250,7,8199378407
251,7,9634545551
252,7,5902818860
253,7,9410095336
254,7,4029197791
255,7,5300901621
256,7,1416090573
257,7,477668576
258,7,1718884289
259,7,667781316
260,7,6201434017
261,7,1443182440
262,7,1093042544
263,7,7560488114
264,7,2354016089
265,7,8604126560
266,8,3324263900
267,8,7727744502
268,8,3843689901
269,8,3686222649
270,8,946527164
271,8,2914906494
272,8,9548117222
273,8,7802809411
274,8,1110387265
275,8,7567648359
276,8,5495968115
277,8,5320508181
278,8,6649064024
279,8,6592770260
280,8,7263959882
281,8,475858151
282,8,5892293370
283,8,5583713834
284,8,4576281326
285,8,6266949555
286,8,3300880457
287,8,181779955
288,8,4582888865
289,8,5535196059
290,8,838292118
291,8,9790337367
292,8,2100966872
293,8,656666787
294,8,7849095402
295,8,599404570
296,8,6846155193
297,8,5038342632
298,8,6820272279
299,8,5160847408
300,8,5379174682
301,8,667940323
302,8,6760494993
303,8,8206067073
304,8,3747098890
305,8,9616163087
306,9,6408769670
307,9,2089137505
308,9,4658478484
309,9,2285462526
310,9,7640173466
311,9,9295492382
312,9,768488899
313,9,6326731005
314,9,3037980664
315,9,8635725666
316,9,9097365120
317,9,7758410214
318,9,2557370187
319,9,8994549138
320,9,3972034717
321,9,9994579010
322,9,3315264364
323,9,6698684912
324,9,4865704169
325,9,8622652855
326,9,1985945895
327,9,1605910057
328,9,4661885689
329,9,927194940
330,9,9440536797
331,9,2498643327
332,9,6330560213
333,9,4574464618
334,9,8243441587
335,9,870207532
336,9,9489895236
337,9,5006617298
338,9,1557353371
339,9,6068395634
340,9,2470766567
341,9,8592408551
342,9,1124770225
343,9,8177946290
344,9,3667619230
345,9,7692399880
346,9,6892481019
347,9,9795598048
348,9,590758435
349,9,2700691159
350,9,7337970092
351,9,3506932205
352,9,9984063060
353,9,5975253124
354,9,2932221927
355,10,548052541
356,10,2169025550
357,10,3182070062
358,10,6324390054
359,10,7804789806
360,10,8194429781
361,10,5691458874
362,10,2884579479
363,10,8641090494
364,10,8166805062
365,10,1893115136
366,10,1085964421
367,10,5717506340
368,10,9903849171
369,10,4335392531
370,10,8375067798
371,10,9083902163
372,11,967705667
373,11,1074783214
374,11,5653160146
375,11,6296952614
376,11,3315202924
377,11,6718967335
378,11,7366345922
379,11,1237161060
380,11,3936693045
381,11,4226524032
382,11,7524364197
383,11,3627878141
384,11,2499581639
385,11,6059622366
386,11,6243024446
387,13,1003688296
388,13,4251662113
389,13,8627621186
390,13,4670832708
391,13,7740364739
392,13,6650280248
393,13,9787480842
394,13,5175738615
395,13,9057965935
396,13,2687282858
397,13,4090744676
398,13,4761888641
399,13,7084265085
400,13,2805468506
401,13,2005132768
402,13,2168564421
403,13,4044490088
404,14,1479799414
405,14,8769863020
406,14,7170582426
407,14,3666466975
408,14,1399620765
409,14,6218177576
410,14,3668024935
411,14,1728868648
412,14,18755749
413,14,616977300
414,14,1353051014
415,14,2887523952
416,14,4128513227
417,14,7122936320
418,14,8785348004
419,14,1478840202
420,14,276596093
421,14,1603893160
422,14,6767729015
423,14,6146605047
424,14,7183707274
425,14,9287261958
426,14,2272191122
427,14,6442334765
428,14,6400738231
429,15,5373296468
430,15,4882393239
431,15,2775116553
432,15,4097732084
433,15,7774634343
434,15,7040479155
435,15,2073535645
436,15,5674024661
437,15,9272696040
438,15,7968226493
439,15,6510102436
440,15,845846684
441,15,4516029735
442,15,4115719166
443,15,5854776055
444,15,6318503095
445,15,5850096706
446,15,2982587213
447,15,7788410440
448,15,5027486919
449,16,9843597597
450,16,3080050403
451,16,9915552500
452,16,4588101953
453,16,7719559393
454,16,6142654637
455,16,7446490960
456,16,4350046973
457,16,8416230179
458,16,7061137319
459,16,8564900633
460,16,4071239530
461,16,8767626829
462,16,7894735155
463,16,8721074143
464,16,5193120935
465,16,6428358954
466,16,2184512974
467,16,1945750335
468,16,9898113760
469,16,3643124204
470,16,6796609884
471,16,3715799456
472,16,8010105317
473,16,2165645698
474,16,8808618181
475,16,1465575187
476,16,9932499439
477,16,7230531738
478,16,8866516218
479,16,8081235931
480,16,8356891715
481,16,1655367150
482,16,9192273955
483,16,7746071503
484,16,9295787659
485,16,7249026202
